Comment,Emotion,Processed_Comment
ive heard a lot of folks share frustrations with feeling inadequate after seeing so many pictures of perfection in projects and homes through blogs and pinterest etc,sadness,hear lot folk share frustration feel inadequate see many picture perfection project home blog pinterest etc
i want to feel playful and open and vulnerable and have a great time,joy,want feel playful open vulnerable great time
i am feeling quite pleased with myself as this was something id never done before,joy,feel quite pleased something never do
i was canning tomatoes and feeling nostalgic,love,can tomato feel nostalgic
i feel embarrassed but i don t want others to take pity on me i have too much pride,sadness,feel embarrassed want other take pity much pride
i feel like i am the only person who is not ecstatic to be here right now,joy,feel like person not_ecstatic right
i feel a longing for the obsession,love,feel longing obsession
i feel threatened by anyone i get this feeling that i want to kill someone,fear,feel threaten anyone get feeling want kill someone
i think whenever we moved to a new place i had to find some way to feel accepted,joy,think whenever move new place find way feel accept
i feel like im doomed to forever be the girl that everyone sleeps with but that no one can love,sadness,feel like doom forever girl everyone sleep one love
im with her i feel terrific,joy,feel terrific
i feel super bad about it,joy,feel super bad
i feel a little bit more vital,joy,feel little bit vital
i did not picture myself feeling shy in this class when i signed up for it,fear,not_picture feel shy class sign
i never want her to feel the pain of struggle of suffering,sadness,never want feel pain struggle suffer
